Nº_envolvido,condutor,cod_severidade,sexo,cinto_seguranca,Embreagues,Idade,categoria_habilitacao,especie_veiculo,pedestre,passageiro,turno
2,1,1,2,1,0,43,7,3,0,0,0
2,1,1,1,1,0,25,3,3,0,0,0
3,1,3,1,1,0,47,4,1,0,0,0
2,1,3,1,1,0,35,8,1,0,0,0
4,1,0,1,0,2,0,0,5,2,2,1
2,1,3,1,1,0,50,5,1,0,0,1
1,1,1,1,1,0,26,3,3,0,0,2
1,1,1,1,1,0,54,0,3,0,0,1
2,1,3,1,1,0,28,0,1,0,0,1
3,0,1,2,1,0,26,0,1,0,1,1
1,1,1,1,1,0,29,0,3,0,0,1
2,0,1,2,1,0,19,0,3,0,1,1
1,1,1,1,1,0,59,4,1,0,0,1
2,1,3,1,1,0,26,6,1,0,0,1
1,1,1,1,1,0,42,6,1,0,0,0
2,1,0,1,0,2,0,0,7,2,2,0
1,1,3,1,1,0,37,7,7,0,0,1
2,1,1,1,1,0,52,6,3,0,0,1
1,1,3,1,1,0,52,9,1,0,0,1
2,0,1,2,1,0,55,0,2,0,1,1
3,1,0,1,0,2,0,0,2,2,2,1
1,1,3,1,1,0,26,6,1,0,0,0
2,0,1,2,1,0,24,0,1,0,1,0
3,0,1,2,1,0,32,0,3,0,1,1
2,1,1,2,1,0,24,4,1,0,0,1
3,1,1,1,1,0,68,4,1,0,0,1
1,1,3,1,1,0,48,3,1,0,0,1
2,1,1,1,1,0,24,4,3,0,0,1
1,1,3,1,1,0,48,8,2,0,0,1
2,0,1,2,1,0,48,0,2,0,1,1
3,1,1,1,1,0,26,0,3,0,0,1
1,1,3,2,1,0,33,6,1,0,0,1
2,1,1,2,1,0,22,4,3,0,0,1
1,1,1,1,1,0,40,6,3,0,0,2
1,1,3,1,1,0,38,6,3,0,0,2
2,0,1,1,0,0,34,0,6,1,0,2
2,1,1,1,1,0,34,6,3,0,0,2
3,0,3,2,1,0,30,0,1,0,1,2
1,0,2,1,0,0,31,0,6,1,0,2
2,1,3,1,1,0,62,0,1,0,0,2
1,1,3,1,1,0,35,9,1,0,0,2
2,1,3,1,1,0,42,9,2,0,0,0
3,0,1,1,1,0,23,0,2,0,1,0
1,1,1,1,1,0,45,6,3,0,0,0
2,1,3,2,1,0,59,4,1,0,0,0
1,1,3,1,1,0,49,3,9,0,0,0
2,1,1,1,1,0,30,9,3,0,0,0
2,1,1,1,1,0,26,6,3,0,0,0
1,1,1,1,1,0,25,6,1,0,0,0
2,1,1,1,1,0,52,4,1,0,0,0
1,1,3,2,1,0,71,4,1,0,0,0
2,1,1,1,1,0,44,6,3,0,0,0
2,1,1,1,1,0,45,6,3,0,0,0
1,1,3,2,1,0,27,4,1,0,0,0
2,0,3,1,1,0,30,0,3,0,1,0
1,1,1,1,1,0,70,9,1,0,0,0
2,1,3,1,1,0,39,4,1,0,0,0
3,0,1,2,1,0,34,0,1,0,1,0
1,0,1,2,0,0,84,0,6,1,0,0
1,1,3,1,1,0,37,8,9,0,0,1
3,1,0,0,0,2,0,0,6,2,2,0
1,1,3,1,1,0,34,0,1,0,0,2
2,1,1,1,0,2,0,3,3,2,2,2
2,0,1,2,1,0,37,0,3,0,1,0
2,1,3,1,1,0,39,9,1,0,0,1
1,1,3,1,1,0,47,0,1,0,0,1
2,0,3,2,0,0,27,0,6,1,0,1
3,0,1,1,0,0,6,0,6,1,0,1
2,1,1,1,1,0,36,7,3,0,0,1
1,1,3,1,1,0,65,6,5,0,0,1
2,1,1,1,0,0,24,1,0,2,2,1
1,1,3,1,1,0,51,6,1,0,0,1
2,0,3,1,1,0,24,0,1,0,1,1
3,1,1,1,1,0,22,0,3,0,0,1
1,1,1,2,1,0,31,4,3,0,0,1
1,1,1,2,1,0,35,3,10,0,0,2
2,0,1,2,0,0,39,0,6,1,0,1
1,1,3,1,1,0,44,7,1,0,0,1
2,1,3,1,1,0,24,6,3,0,0,1
3,0,1,2,1,0,21,0,3,0,1,1
2,1,3,1,1,0,62,6,1,0,0,0
1,0,1,1,1,0,43,0,1,0,1,1
2,1,3,2,1,0,38,0,1,0,0,1
3,1,3,1,1,0,53,6,1,0,0,1
2,1,1,1,1,0,28,12,3,0,0,2
1,1,1,2,1,0,21,2,3,0,0,2
2,1,3,2,1,0,43,2,1,0,0,2
1,1,3,1,1,0,59,9,1,0,0,2
1,1,1,1,1,0,35,7,3,0,0,2
2,1,3,1,1,0,43,6,1,0,0,2
1,1,1,2,1,0,31,3,3,0,0,0
2,1,0,0,0,2,0,0,4,2,2,0
3,1,3,1,1,0,46,0,1,0,0,2
3,0,1,1,0,2,0,0,6,1,2,2
1,1,3,1,1,0,25,2,3,0,0,2
2,1,3,2,1,0,43,6,1,0,0,2
3,0,1,2,1,0,26,0,1,0,1,2
1,1,1,2,1,0,48,6,3,0,0,2
2,1,3,2,1,0,41,4,1,0,0,2
1,1,3,1,1,0,44,4,2,0,0,2
2,1,3,2,1,0,46,8,1,0,0,2
3,0,1,2,1,0,72,0,1,0,1,2
1,1,3,1,1,0,20,0,3,0,0,1
2,0,1,2,0,0,69,0,6,1,0,1
2,1,1,1,1,0,45,7,3,0,0,1
3,0,1,1,1,0,10,0,1,0,1,1
1,1,3,1,1,0,59,5,1,0,0,1
2,1,1,0,0,2,0,0,3,2,2,1
1,1,3,1,1,0,26,6,1,0,0,1
2,1,1,1,0,0,15,0,0,0,0,1
2,1,1,1,1,0,43,4,1,0,0,1
1,1,3,1,1,0,62,3,3,0,0,1
2,1,1,1,1,0,50,7,1,0,0,1
1,1,3,1,1,0,19,6,3,0,0,1
2,0,1,1,0,0,13,0,6,1,0,1
2,1,1,1,0,0,15,0,0,2,2,1
1,1,1,1,1,0,60,6,3,0,0,1
2,1,3,1,1,0,44,7,1,0,0,1
3,0,1,2,0,0,13,0,6,1,0,1
1,1,1,1,1,0,52,4,1,0,0,1
2,1,3,1,1,0,48,5,1,0,0,1
1,1,1,1,1,0,28,0,3,0,0,1
2,1,3,1,1,0,41,0,1,0,0,1
1,1,1,2,1,0,23,3,3,0,0,1
1,1,1,2,1,0,26,6,3,0,0,1
2,1,3,2,1,0,70,4,1,0,0,1
1,1,3,1,1,0,55,4,1,0,0,1
2,1,1,1,1,0,31,3,3,0,0,1
3,0,1,2,1,0,53,0,3,0,1,1
1,1,3,1,1,0,20,3,1,0,0,1
2,1,1,1,1,0,40,6,3,0,0,2
2,0,1,1,0,0,62,0,6,1,0,2
1,1,1,1,0,0,36,0,0,0,0,2
2,1,3,1,1,0,45,9,2,0,0,2
3,1,3,1,1,0,34,4,1,0,0,1
1,0,1,1,0,0,14,0,6,1,0,1
2,1,3,1,1,0,42,0,2,0,0,1
1,1,3,2,1,0,35,0,1,0,0,2
2,1,1,1,1,0,37,0,3,0,0,2
1,1,1,1,1,0,20,6,3,0,0,2
3,0,1,2,1,0,75,0,1,0,1,2
1,1,3,1,1,0,42,3,7,0,0,2
2,1,1,1,1,0,25,7,3,0,0,2
1,1,3,1,1,0,19,3,3,0,0,2
2,0,1,1,0,0,53,0,6,1,0,2
2,0,1,1,0,0,7,0,6,1,0,2
1,1,3,2,1,0,73,4,1,0,0,0
2,1,1,1,1,0,46,6,1,0,0,0
1,1,3,1,1,0,31,0,1,0,0,0
2,1,1,1,1,0,34,0,3,0,0,0
1,1,1,2,1,1,54,4,1,0,0,0
2,0,1,1,0,1,55,0,1,2,1,0
3,0,1,2,0,0,24,0,6,1,0,0
4,0,1,2,0,0,31,0,6,1,0,0
5,0,1,1,0,0,35,0,6,1,0,0
2,1,1,1,1,0,28,3,3,0,0,0
1,1,1,1,1,0,32,6,1,0,0,2
1,1,3,1,1,0,57,4,5,0,0,2
2,0,1,1,0,1,62,0,6,1,0,2
1,1,3,1,1,0,54,0,1,0,0,2
2,0,1,2,0,0,50,0,6,1,0,2
1,1,1,1,1,0,30,6,1,0,0,2
2,1,1,1,1,0,30,6,1,0,0,2
2,1,3,1,1,0,40,0,1,0,0,2
1,1,3,1,1,0,20,6,1,0,0,2
2,1,3,1,1,0,37,0,1,0,0,2
3,0,1,2,1,0,35,0,1,0,1,2
4,1,0,1,0,2,0,4,1,2,2,2
1,1,1,1,1,0,23,6,3,0,0,1
2,1,3,1,1,0,40,6,3,0,0,1
2,1,1,1,1,0,32,6,3,0,0,2
1,1,3,1,1,0,53,4,5,0,0,0
2,1,1,1,1,0,66,4,1,0,0,0
3,0,1,2,1,0,39,0,1,0,1,0
1,1,3,1,1,0,31,6,1,0,0,0
2,1,1,1,1,0,26,3,3,0,0,0
4,0,1,2,0,2,0,0,1,2,1,0
1,1,3,1,1,0,44,10,2,0,0,0
2,0,1,2,1,0,80,0,2,0,1,0
1,1,3,1,1,0,42,6,7,0,0,1
2,1,1,1,1,0,54,9,3,0,0,1
1,1,3,1,1,0,35,4,1,0,0,1
1,1,3,1,1,0,45,3,3,0,0,2
2,0,1,2,0,0,41,0,6,1,0,2
1,1,1,1,1,0,27,3,3,0,0,2
2,1,3,2,1,0,38,4,1,0,0,2
2,0,1,1,0,0,35,0,6,1,0,2
1,1,3,1,1,0,43,8,2,0,0,2
2,1,1,2,1,0,49,3,3,0,0,2
1,1,1,2,1,0,43,0,3,0,0,0
2,1,3,1,1,0,24,0,1,0,0,0
2,1,1,1,1,0,39,4,1,0,0,0
1,1,3,2,1,0,43,7,1,0,0,0
2,1,3,1,1,0,26,8,3,0,0,0
2,1,3,1,1,0,30,6,5,0,0,0
1,1,3,2,1,0,26,4,1,0,0,0
3,0,1,2,1,0,51,0,1,0,1,0
2,1,3,1,1,0,41,6,5,0,0,1
1,1,3,1,1,0,60,4,1,0,0,1
2,0,1,2,1,0,64,0,2,0,1,1
1,1,1,2,1,0,40,6,3,0,0,1
2,1,3,1,1,0,30,7,3,0,0,1
1,1,1,1,1,0,32,12,7,0,0,1
2,0,1,1,1,0,22,0,7,0,1,1
1,1,1,1,1,0,48,7,3,0,0,2
2,1,3,1,1,0,25,6,1,0,0,2
1,0,1,1,0,0,67,0,6,1,0,2
1,1,3,1,1,0,44,0,1,0,0,0
2,1,3,2,1,0,36,0,1,0,0,2
1,1,1,1,1,0,38,0,3,0,0,1
1,1,3,1,1,0,57,6,1,0,0,0
2,1,1,1,1,0,31,2,3,0,0,0
1,1,3,1,1,0,33,7,2,0,0,0
2,0,1,2,1,0,56,0,2,0,1,0
2,1,1,2,1,0,33,6,10,0,0,0
2,1,3,1,1,0,73,4,1,0,0,0
1,1,3,1,1,0,53,0,2,0,0,0
3,0,1,1,1,0,36,0,3,0,1,0
4,1,1,1,1,0,22,7,3,0,0,0
2,1,3,1,1,0,37,7,2,0,0,0
1,1,3,2,1,0,36,6,1,0,0,1
2,1,1,1,1,0,42,4,3,0,0,1
1,1,1,1,1,0,46,4,3,0,0,1
2,1,3,1,1,0,64,7,1,0,0,1
2,1,3,1,1,0,50,9,2,0,0,1
3,0,1,2,1,0,56,0,2,0,1,1
4,0,1,2,1,0,83,0,2,0,1,1
5,0,1,2,1,0,41,0,2,0,1,1
1,1,3,1,1,0,35,3,3,0,0,1
2,0,1,2,0,0,37,0,6,1,0,1
1,1,3,1,1,0,62,9,2,0,0,1
3,0,1,1,1,0,12,0,3,0,1,1
1,1,1,1,1,0,64,4,1,0,0,1
2,1,1,1,1,0,29,2,3,0,0,0
1,1,3,1,1,0,67,9,1,0,0,1
2,1,3,1,1,0,38,6,7,0,0,1
3,0,1,2,1,0,41,0,1,0,1,1
1,1,3,1,1,0,37,4,1,0,0,1
2,1,3,2,1,0,55,4,1,0,0,1
3,1,1,1,1,0,20,2,3,0,0,1
1,0,1,2,1,0,47,0,1,0,1,1
2,1,3,1,1,0,47,9,1,0,0,1
3,1,3,1,1,0,35,0,1,0,0,1
1,1,1,1,0,2,36,0,3,2,2,2
1,1,1,2,1,0,32,6,3,0,0,0
2,0,1,2,1,0,23,0,3,0,1,2
3,0,1,2,0,2,0,0,6,1,2,2
1,0,1,1,0,1,42,0,6,1,0,2
2,1,3,1,1,0,21,0,1,0,0,2
1,1,1,1,1,0,47,0,3,0,0,2
1,1,3,1,1,0,41,0,2,0,0,2
1,1,1,1,1,0,30,7,1,0,0,2
1,0,1,1,0,1,43,0,6,1,0,0
1,1,1,1,1,0,36,0,3,0,0,0
2,0,1,2,1,0,23,0,3,0,1,0
3,1,3,1,1,0,57,6,5,0,0,0
2,1,3,1,1,0,45,7,1,0,0,0
2,1,1,1,0,0,18,1,0,0,0,0
2,1,1,1,0,2,0,0,3,2,2,0
1,1,3,2,1,0,51,9,2,0,0,0
2,0,1,1,1,0,50,0,2,0,1,0
1,1,3,1,1,0,59,7,1,0,0,0
2,0,1,1,0,0,17,0,6,1,0,0
1,1,1,2,1,0,37,6,3,0,0,0
4,1,3,2,0,2,0,0,1,2,2,0
5,0,1,1,0,2,0,0,1,2,1,2
2,0,1,1,0,0,34,0,6,1,0,0
1,1,3,1,1,0,38,6,2,0,0,0
2,1,1,1,1,1,25,9,1,0,0,0
2,1,3,1,1,0,31,6,1,0,0,0
3,0,1,2,1,0,26,0,1,0,1,0
4,0,1,2,1,0,58,0,1,0,1,0
2,1,3,1,1,0,48,7,2,0,0,0
3,0,1,2,1,0,19,0,2,0,1,0
1,1,3,2,1,0,19,4,1,0,0,0
2,1,1,1,1,0,34,6,3,0,0,0
3,1,3,1,1,0,32,4,1,0,0,0
4,1,3,1,1,0,46,10,5,0,0,0
1,1,1,1,1,0,38,4,1,0,0,0
2,1,1,1,1,0,33,3,3,0,0,0
2,1,1,1,1,0,32,6,3,0,0,0
1,1,3,1,1,0,24,6,5,0,0,1
2,1,1,1,1,0,62,6,5,0,0,1
3,1,3,1,1,0,27,4,1,0,0,1
4,0,1,2,1,0,21,0,5,0,1,1
2,1,3,1,1,0,34,0,2,0,0,1
2,1,3,2,1,0,61,4,1,0,0,1
2,1,1,2,1,0,55,4,1,0,0,1
1,1,1,1,1,0,49,4,1,0,0,0
2,1,1,2,1,0,79,4,1,0,0,0
1,1,3,1,1,0,47,4,1,0,0,1
2,1,1,2,1,0,45,6,1,0,0,1
3,1,1,1,1,0,27,4,1,0,0,1
4,0,1,2,1,0,40,0,1,0,1,1
5,0,1,2,1,0,1,0,1,0,1,1
1,1,1,1,1,0,41,4,1,0,0,1
3,1,1,1,1,0,40,0,3,0,0,1
5,1,3,1,1,0,35,2,1,0,0,1
6,1,1,2,1,0,28,0,1,0,0,1
7,1,3,1,1,0,52,4,2,0,0,1
8,1,3,1,1,0,24,4,1,0,0,1
1,1,3,1,1,0,45,6,1,0,0,1
2,0,1,2,0,0,50,0,6,1,0,1
2,1,1,2,1,0,39,4,1,0,0,1
3,1,3,1,1,0,39,7,1,0,0,1
4,1,3,1,0,2,0,0,1,2,2,1
1,1,3,2,1,0,41,6,1,0,0,2
2,1,1,1,1,0,25,0,3,0,0,2
1,1,3,1,1,0,47,6,1,0,0,2
3,1,3,1,1,0,57,0,1,0,0,2
1,1,3,1,1,0,22,7,1,0,0,2
1,1,3,1,1,0,63,4,1,0,0,2
2,1,1,1,0,0,17,1,0,0,0,2
2,0,1,2,1,0,12,0,1,0,1,2
3,1,1,2,1,0,39,0,1,0,0,2
4,0,3,2,1,0,15,0,1,0,1,2
5,1,3,1,1,0,34,0,1,0,0,2
1,1,1,1,1,1,19,3,3,0,0,0
2,0,1,1,1,1,16,0,3,0,1,0
2,1,3,1,1,0,50,0,2,0,0,0
1,0,1,1,0,0,71,0,6,1,0,0
2,1,3,1,1,0,35,0,3,0,0,0
2,1,3,1,1,0,48,9,1,0,0,0
2,0,1,2,0,0,29,0,6,1,0,1
1,0,1,2,0,0,72,0,6,1,0,1
2,1,3,1,1,0,55,0,1,0,0,1
1,1,1,1,1,0,44,8,8,0,0,1
3,0,1,2,1,0,29,0,3,0,1,0
1,1,1,1,1,0,29,6,3,0,0,0
1,1,1,1,1,0,34,3,3,0,0,0
3,0,1,1,1,0,44,0,3,0,1,0
1,1,3,2,1,0,65,4,1,0,0,0
2,1,1,1,1,0,70,3,3,0,0,0
3,0,1,2,1,0,18,0,3,0,1,0
1,1,3,1,1,0,42,4,4,0,0,1
1,1,3,1,1,0,18,3,3,0,0,0
2,1,3,1,1,0,40,7,1,0,0,0
3,0,1,1,0,0,39,0,6,1,0,0
2,1,1,1,1,0,49,3,3,0,0,0
1,1,3,1,1,0,32,4,1,0,0,1
2,1,3,1,1,0,53,6,1,0,0,1
5,0,1,2,0,2,0,0,1,2,1,1
6,0,1,1,0,2,6,0,1,2,1,1
1,1,1,2,1,0,31,0,3,0,0,1
2,1,3,1,1,0,64,0,1,0,0,1
1,1,3,1,1,0,24,8,1,0,0,1
1,1,3,1,1,0,41,6,1,0,0,1
2,1,3,1,1,0,26,4,1,0,0,1
3,1,1,1,1,0,22,6,3,0,0,1
3,1,3,1,1,0,32,4,1,0,0,1
1,1,1,2,1,0,51,4,1,0,0,1
2,0,1,2,1,0,9,0,1,0,1,1
3,0,1,2,1,0,14,0,1,0,1,1
4,0,1,2,1,0,12,0,1,0,1,1
5,1,3,1,1,0,22,0,1,0,0,1
2,1,3,1,1,0,41,8,1,0,0,1
1,1,3,1,1,0,45,3,1,0,0,1
1,1,1,2,1,0,21,3,3,0,0,1
2,0,1,1,1,0,16,0,3,0,1,1
3,1,3,1,1,0,40,0,1,0,0,1
2,1,3,1,1,1,66,4,1,0,0,1
4,0,1,1,1,0,76,0,1,0,1,1
1,1,1,1,1,0,37,3,1,0,0,1
2,1,3,1,1,0,42,4,1,0,0,1
3,0,1,2,1,0,35,0,1,0,1,1
2,1,1,1,1,0,39,4,1,0,0,1
1,1,3,1,1,0,59,0,1,0,0,1
3,0,1,2,1,0,37,0,3,0,1,1
3,0,1,1,1,0,28,0,1,0,1,1
1,1,3,2,1,0,59,4,1,0,0,2
1,1,3,1,1,0,43,7,1,0,0,2
2,1,0,0,0,2,0,0,6,2,2,2
1,1,3,1,1,0,51,9,1,0,0,2
1,1,1,1,1,0,38,6,1,0,0,2
1,1,3,1,1,0,53,5,1,0,0,2
2,1,1,1,1,0,33,7,3,0,0,2
1,1,3,1,1,0,29,7,2,0,0,2
2,1,1,1,0,0,19,1,0,2,2,2
1,1,1,1,1,0,18,0,1,0,0,2
2,0,1,1,1,0,19,0,1,0,1,2
1,1,3,1,1,0,47,3,1,0,0,2
2,1,1,1,1,0,42,4,3,0,0,2
3,1,1,1,1,0,19,6,3,0,0,0
1,1,3,1,1,0,32,7,1,0,0,0
2,1,3,1,1,0,48,6,1,0,0,0
3,1,3,1,1,0,54,4,1,0,0,0
4,1,1,1,1,0,26,6,3,0,0,0
1,1,1,1,1,0,47,6,3,0,0,0
2,1,3,1,1,0,61,4,1,0,0,0
1,1,1,1,1,0,69,9,1,0,0,1
2,1,3,1,1,0,52,9,2,0,0,1
1,1,3,2,1,0,54,3,1,0,0,1
2,1,3,1,1,0,38,4,1,0,0,1
3,1,1,2,1,0,25,6,3,0,0,1
1,0,1,1,0,0,72,0,6,1,0,1
2,1,3,1,1,0,42,0,1,0,0,1
2,1,1,1,1,0,50,9,5,0,0,1
1,1,1,1,1,0,37,7,5,0,0,1
3,1,3,1,1,0,51,4,1,0,0,1
2,1,1,2,1,0,45,4,1,0,0,1
1,1,1,1,0,0,15,1,0,2,2,1
2,1,3,2,1,0,58,0,1,0,0,1
1,1,1,1,1,0,30,3,3,0,0,2
1,1,1,1,1,0,27,7,3,0,0,2
1,1,3,1,1,0,34,0,2,0,0,2
2,0,1,1,1,0,27,0,3,0,1,2
4,1,0,1,0,2,0,0,1,2,2,2
1,1,1,1,1,0,36,0,3,0,0,2
2,0,1,2,0,0,52,0,6,1,0,2
1,1,1,2,1,0,26,0,1,2,2,0
1,1,1,1,1,0,29,7,1,0,0,2
1,1,1,1,1,0,52,8,3,0,0,1
2,1,3,1,1,0,25,0,1,0,0,1
2,0,1,2,1,0,25,0,1,0,1,1
3,1,1,2,1,0,60,6,3,0,0,1
1,1,3,2,1,0,26,0,1,0,0,2
1,1,1,1,1,0,34,4,1,0,0,2
1,1,3,1,1,0,40,3,1,0,0,2
2,1,1,1,1,0,19,7,3,0,0,2
1,1,3,1,1,0,43,6,3,0,0,2
3,0,1,1,1,0,40,0,3,0,1,2
1,1,3,1,1,0,68,4,1,0,0,0
2,1,1,1,1,0,34,4,1,0,0,0
1,1,1,2,1,0,39,4,1,0,0,0
3,1,3,1,1,0,46,0,1,0,0,0
1,1,1,1,1,1,55,4,1,0,0,0
2,0,1,1,1,0,53,0,3,0,1,0
3,0,1,2,1,0,52,0,3,0,1,1
2,0,1,2,1,0,32,0,3,0,1,1
3,1,3,1,1,0,20,0,1,0,0,1
2,1,3,2,1,0,45,4,1,0,0,1
1,1,1,1,1,0,35,6,1,0,0,1
1,1,3,1,1,0,39,4,1,0,0,1
2,1,1,1,0,0,39,0,0,0,0,1
1,1,1,1,1,0,34,4,3,0,0,1
2,1,3,1,1,0,36,6,1,0,0,1
1,1,3,1,1,0,51,12,1,0,0,0
3,1,3,1,1,0,32,6,3,0,0,0
4,0,1,2,1,0,33,0,3,0,1,0
1,1,3,1,1,0,59,6,1,0,0,0
2,1,1,1,1,0,29,7,3,0,0,0
1,1,3,1,1,0,71,3,1,0,0,1
2,1,1,1,1,0,30,4,3,0,0,1
1,1,1,2,1,0,30,6,10,0,0,1
1,1,3,2,1,0,27,4,1,0,0,1
1,1,3,1,1,0,21,0,1,0,0,1
2,1,1,1,1,0,43,0,3,0,0,1
3,1,3,2,1,0,61,0,1,0,0,1
2,1,3,1,1,0,25,4,1,0,0,1
1,0,1,2,1,0,21,0,3,0,1,1
3,1,3,1,1,0,43,6,1,0,0,1
2,1,1,1,1,0,40,6,3,0,0,1
1,1,3,1,1,0,28,6,3,0,0,1
2,0,1,1,0,0,87,0,6,1,0,1
1,1,3,1,1,0,29,6,3,0,0,1
2,0,1,1,0,0,8,0,6,1,0,1
1,1,3,1,1,0,27,3,3,0,0,2
1,1,3,1,1,0,55,6,1,0,0,1
2,1,1,1,1,0,55,4,1,0,0,1
3,0,3,1,1,1,43,0,1,0,1,1
1,1,3,2,1,0,60,6,1,0,0,1
2,1,1,1,1,0,39,4,3,0,0,1
1,1,1,1,1,0,29,9,3,0,0,2
2,1,3,1,1,0,43,6,2,0,0,2
2,1,1,2,1,0,25,3,3,0,0,2
1,1,1,2,1,0,28,6,3,0,0,2
2,1,3,2,1,0,21,4,1,0,0,2
1,1,3,1,1,0,35,6,3,0,0,2
1,1,3,1,1,0,77,4,1,0,0,2
2,1,1,2,1,0,30,4,1,0,0,2
2,1,3,1,1,0,25,4,1,0,0,2
1,1,3,1,1,0,55,6,3,0,0,2
2,1,1,1,1,0,36,4,1,0,0,2
1,1,1,2,1,0,37,4,1,0,0,0
3,1,3,1,1,0,52,4,1,0,0,0
1,1,1,1,1,0,46,4,1,0,0,0
2,1,3,1,1,0,39,9,2,0,0,0
1,1,1,2,1,0,32,3,3,0,0,0
2,0,1,2,1,0,26,0,3,0,1,0
1,1,3,2,1,0,23,4,1,0,0,0
2,1,1,1,1,0,63,7,3,0,0,0
1,1,3,1,1,0,61,4,1,0,0,0
1,1,3,1,1,0,31,0,2,0,0,0
2,0,1,2,1,0,65,0,2,0,1,0
2,1,3,1,1,0,59,4,1,0,0,0
3,0,1,2,1,0,58,0,1,0,1,0
2,1,1,2,1,0,25,6,3,0,0,1
1,0,1,2,0,0,73,0,6,1,0,2
1,1,1,1,1,0,70,4,1,0,0,2
1,1,1,1,1,0,34,0,3,0,0,1
1,1,3,1,1,0,36,4,1,0,0,1
2,0,1,1,0,0,25,0,6,1,0,1
1,0,1,1,0,0,77,0,6,1,0,2
2,1,1,1,1,1,65,0,1,0,0,2
1,1,3,1,1,0,30,0,1,0,0,2
2,1,3,2,1,0,43,0,1,0,0,2
4,0,1,2,1,0,53,0,1,0,1,2
3,1,3,1,1,0,35,0,1,0,0,2
1,1,3,2,1,0,53,6,1,0,0,2
2,0,1,2,0,0,18,0,6,1,0,2
2,1,3,1,1,0,20,4,1,0,0,2
3,0,1,2,0,0,22,0,1,2,1,2
1,1,3,1,1,0,27,7,7,0,0,0
2,0,1,1,1,0,23,0,7,0,1,0
1,1,3,2,1,0,34,6,1,0,0,0
2,1,3,2,1,0,34,4,1,0,0,0
3,1,1,1,1,0,31,3,3,0,0,0
1,1,3,2,1,0,33,4,4,0,0,0
1,1,3,1,1,0,45,2,1,0,0,0
2,1,1,1,1,0,25,6,3,0,0,0
1,1,3,1,1,0,48,12,1,0,0,0
1,1,1,1,1,0,46,7,1,0,0,0
2,1,3,1,1,0,48,4,1,0,0,0
3,1,3,2,1,0,33,4,1,0,0,0
4,1,3,1,1,0,35,6,1,0,0,0
2,1,3,2,1,0,48,4,1,0,0,0
1,1,1,1,1,0,29,6,1,0,0,0
2,1,3,1,1,0,64,9,2,0,0,0
2,1,1,1,1,0,57,7,1,0,0,0
3,1,3,2,1,0,27,6,1,0,0,0
1,1,1,2,1,0,42,4,3,0,0,0
2,1,3,1,1,0,38,6,1,0,0,0
1,1,3,1,1,0,41,7,2,0,0,1
2,1,1,1,1,0,50,7,3,0,0,1
1,1,3,1,1,0,55,6,5,0,0,1
1,1,3,1,1,0,68,9,1,0,0,1
4,1,3,1,1,0,36,4,1,0,0,1
1,1,1,1,1,0,34,8,3,0,0,1
1,1,3,1,1,0,32,7,2,0,0,1
2,0,1,1,0,2,0,0,6,1,2,1
1,1,1,2,1,0,22,4,1,0,0,1
1,0,1,1,0,0,53,0,6,1,0,1
2,1,3,1,1,0,68,9,9,0,0,1
1,0,1,2,1,0,36,0,7,0,1,1
2,0,1,1,1,0,53,0,7,0,1,1
1,1,3,1,1,0,41,9,1,0,0,2
2,0,1,2,1,0,23,0,1,0,1,2
3,1,3,1,1,1,44,0,1,0,0,2
4,0,1,1,1,0,30,0,1,0,1,2
5,0,3,1,1,0,24,0,1,0,1,2
6,0,3,2,1,0,29,0,1,0,1,2
1,1,1,2,1,0,21,4,1,0,0,2
2,0,3,1,1,0,16,0,1,0,1,2
3,0,3,1,1,0,16,0,1,0,1,2
1,1,3,1,1,0,30,4,1,0,0,0
3,0,1,1,1,0,18,0,3,0,1,0
1,1,3,1,1,0,33,4,1,0,0,0
2,0,1,2,0,0,21,0,6,1,0,0
1,1,1,1,1,0,35,4,1,0,0,0
1,1,3,1,1,0,21,6,1,0,0,0
3,1,1,1,1,0,40,6,3,0,0,0
1,1,3,1,1,0,46,3,1,0,0,1
2,1,1,1,1,0,19,4,3,0,0,1
1,1,3,1,1,0,57,7,1,0,0,1
2,1,3,2,1,0,37,4,1,0,0,1
1,1,1,1,0,0,28,0,3,2,2,1
2,1,1,1,1,0,25,4,3,0,0,1
1,1,3,1,1,0,60,9,1,0,0,2
2,1,1,2,1,0,41,6,3,0,0,2
2,1,1,1,1,0,42,6,3,0,0,1
1,1,3,1,1,0,29,8,1,0,0,2
2,1,3,1,1,0,27,6,1,0,0,2
1,1,3,1,1,1,49,9,1,0,0,2
2,1,1,1,1,0,38,6,3,0,0,2
1,1,3,2,1,0,57,4,1,0,0,2
2,1,1,1,0,0,37,1,0,0,0,2
2,1,3,1,1,0,41,6,1,0,0,2
2,0,1,2,1,0,20,0,3,0,1,2
3,1,0,1,1,0,33,0,3,0,0,2
1,1,3,1,1,1,53,6,3,0,0,2
2,1,1,1,1,0,33,4,3,0,0,2
2,1,3,1,1,0,42,4,1,0,0,2
2,1,1,2,1,0,27,4,3,0,0,2
1,1,1,1,1,0,30,9,3,0,0,2
2,1,3,1,1,0,46,3,1,0,0,2
3,0,1,2,1,0,36,0,1,0,1,2
4,1,3,2,1,0,29,0,1,0,0,2
1,1,1,1,1,1,33,6,1,0,0,0
2,0,1,2,1,0,37,0,1,0,1,0
1,1,3,1,1,0,25,6,3,0,0,0
