Nº_envolvido,condutor,cod_severidade,sexo,cinto_seguranca,Embreagues,Idade,categoria_habilitacao,especie_veiculo,pedestre,passageiro,turno
2,1,3,1,1,0,25,7,3,0,0,0
4,0,1,2,1,0,27,0,3,0,1,0
1,1,3,1,1,0,28,0,5,0,0,0
2,0,1,1,1,0,20,0,5,2,1,0
3,1,3,0,0,2,0,6,1,2,2,0
2,1,1,1,1,1,54,4,13,2,2,0
1,1,1,1,1,0,59,7,3,2,2,0
1,1,1,1,1,0,47,6,3,2,2,0
2,1,1,1,1,0,20,3,3,2,2,0
1,1,3,2,1,0,57,6,1,0,0,1
3,1,1,1,1,0,37,6,1,2,2,0
2,0,1,2,1,0,24,0,3,0,1,0
3,1,3,2,1,0,38,0,1,0,0,0
2,0,1,2,0,0,45,0,6,1,2,1
2,1,1,1,1,0,30,6,3,2,2,1
1,1,1,1,1,0,69,4,1,2,2,1
2,1,3,1,1,0,31,6,7,0,0,1
3,1,3,1,1,0,36,7,1,0,0,1
3,1,3,1,1,0,37,0,1,0,0,1
2,1,1,1,0,0,19,1,0,2,2,1
3,1,3,1,1,0,53,9,7,0,0,1
3,0,1,2,1,0,33,0,3,0,1,2
3,1,3,1,1,0,37,4,1,0,0,2
1,1,1,1,0,0,39,1,0,2,2,2
1,0,1,1,0,0,31,0,6,1,2,2
2,1,1,1,1,0,24,0,3,2,2,2
1,1,1,1,1,0,23,7,3,2,2,2
1,1,3,1,1,0,60,8,2,0,0,1
2,0,1,2,1,0,74,0,2,0,1,1
2,1,1,1,1,0,53,7,3,0,0,1
2,1,3,1,1,0,27,9,1,0,0,2
1,1,1,1,1,0,14,0,3,0,0,2
2,1,3,1,1,0,26,6,5,0,0,0
3,0,3,2,1,0,28,0,3,0,1,0
2,1,1,1,1,0,38,4,4,0,0,0
2,1,3,1,1,0,51,7,5,0,0,0
1,1,1,2,1,0,47,4,1,0,0,0
3,0,1,2,0,2,0,0,1,2,1,0
2,1,3,2,1,0,34,6,1,0,0,0
1,1,1,2,1,0,41,3,3,0,0,0
1,0,1,2,0,0,45,0,6,1,2,2
2,1,3,1,1,0,32,0,3,0,0,2
1,1,3,1,1,0,34,7,5,0,0,0
1,1,3,1,1,0,39,0,1,0,0,0
1,1,3,2,1,0,42,6,1,0,0,1
2,0,1,1,0,0,14,0,6,1,0,1
1,1,3,1,1,0,59,9,1,0,0,1
1,1,3,2,1,0,21,3,1,0,0,1
2,0,2,1,0,0,56,0,6,1,0,2
1,1,1,1,1,0,49,6,3,0,0,2
3,0,1,2,0,1,51,0,6,1,0,2
1,1,3,1,1,0,55,10,1,0,0,2
1,1,1,1,1,1,46,4,1,0,0,0
1,1,1,2,1,0,29,0,3,0,0,0
2,0,1,1,0,0,40,0,6,1,2,0
2,1,3,2,1,0,56,7,1,0,0,0
3,0,1,1,1,0,69,0,1,0,1,0
4,0,1,2,1,0,50,0,1,0,1,0
2,1,3,1,1,0,30,8,7,0,0,0
3,0,3,1,1,0,20,0,7,0,1,0
1,1,3,1,1,0,39,7,7,0,0,0
2,1,1,2,1,0,39,10,3,0,0,1
3,1,3,2,1,0,58,4,1,0,0,1
1,1,3,2,1,0,37,0,1,0,0,0
1,1,1,1,1,0,38,0,1,0,0,1
2,0,1,2,1,0,32,0,1,0,1,1
3,1,3,1,1,0,45,4,1,0,0,1
1,1,1,1,1,0,48,4,3,0,0,1
2,1,3,1,1,0,56,6,2,0,0,2
3,1,3,2,1,0,46,4,1,0,0,2
1,1,1,1,0,0,39,1,0,0,0,2
1,1,1,2,1,0,57,6,3,0,0,2
1,1,3,1,1,0,82,6,1,0,0,2
2,1,1,1,1,0,36,7,3,0,0,2
1,1,2,1,1,0,38,7,9,0,0,2
1,1,3,2,0,2,22,4,5,0,0,1
1,1,3,1,1,0,36,10,8,0,0,0
2,1,1,1,1,0,63,0,4,0,0,0
3,0,1,2,1,0,35,0,4,0,1,0
4,0,1,2,1,0,45,0,4,0,1,0
5,0,1,2,1,0,33,0,4,0,1,0
6,0,1,2,1,0,47,0,4,0,1,0
1,1,3,1,1,0,47,0,3,0,0,0
2,0,1,1,0,1,39,0,6,1,0,0
3,0,3,2,1,0,71,0,1,0,1,0
1,1,3,1,1,0,39,4,5,0,0,0
3,1,3,1,1,0,41,4,5,0,0,0
2,1,3,1,1,0,63,6,3,0,0,0
2,1,1,1,1,0,50,7,3,0,0,0
2,1,3,1,1,0,31,0,3,0,0,0
1,1,3,1,1,0,47,10,2,0,0,0
2,0,1,2,1,0,53,0,3,0,1,0
3,1,3,2,1,0,48,0,1,0,0,0
1,1,3,1,1,0,40,6,3,0,0,0
2,1,1,1,1,0,36,6,1,0,0,0
2,1,3,1,1,0,62,9,1,0,0,0
3,0,1,2,1,0,55,0,1,0,1,0
2,1,1,1,1,0,62,6,1,0,0,0
3,0,3,2,1,0,19,0,3,0,1,0
1,1,3,1,1,0,60,10,1,0,0,1
2,1,3,1,1,0,40,5,7,0,0,1
2,0,3,2,1,0,38,0,2,0,1,1
3,0,1,1,1,0,4,0,2,0,1,1
4,1,3,0,0,2,0,0,7,2,2,1
2,1,1,1,1,0,59,4,1,0,0,2
1,0,1,2,0,0,36,0,6,1,0,2
2,1,1,1,1,0,51,3,3,0,0,2
3,0,1,1,1,0,34,0,3,0,1,2
1,1,1,1,1,1,37,3,3,0,0,2
2,0,1,2,0,0,16,0,6,1,0,2
2,1,3,1,1,1,46,6,1,0,0,2
1,1,3,1,1,0,43,4,5,0,0,0
1,1,1,2,1,0,30,4,3,0,0,0
1,1,1,1,1,0,39,9,3,0,0,0
2,1,3,1,1,0,33,3,3,0,0,0
1,1,3,1,1,0,38,6,6,0,0,0
2,0,1,2,0,0,29,0,6,1,0,0
1,1,1,1,1,1,44,0,1,0,0,0
1,1,3,1,1,0,24,10,1,0,0,0
3,1,1,0,0,2,0,0,1,2,2,0
1,1,1,1,1,0,37,6,3,2,2,2
1,1,3,1,1,0,24,0,1,0,0,2
2,1,1,1,0,0,12,1,0,0,0,2
1,1,3,1,1,0,65,0,1,0,0,2
2,1,1,2,1,0,28,6,10,0,0,0
1,1,1,1,1,0,29,7,3,0,0,0
1,1,1,2,1,0,38,3,3,0,0,1
2,1,1,1,0,0,30,1,0,0,0,1
1,1,3,1,1,0,72,6,1,0,0,1
1,1,3,1,1,0,25,3,3,0,0,1
1,1,1,1,1,0,23,7,3,0,0,1
2,1,3,1,1,0,40,7,2,0,0,2
5,1,1,1,1,0,30,0,1,0,0,0
4,0,1,2,0,0,45,0,1,0,1,0
2,1,1,1,1,0,19,3,10,0,0,0
2,1,3,1,1,0,51,8,1,0,0,0
1,1,1,1,1,0,67,6,3,0,0,2
3,1,3,1,1,0,40,4,1,0,0,0
1,1,3,1,1,0,36,7,2,0,0,0
1,1,3,1,1,0,52,8,2,0,0,1
2,0,1,2,0,1,40,0,6,1,0,1
3,0,1,1,1,0,28,0,1,0,1,0
2,1,1,1,1,0,41,4,3,0,0,0
1,0,1,1,0,0,19,0,6,1,0,0
1,1,3,2,1,0,29,0,1,0,0,1
2,0,1,1,1,0,4,0,1,0,1,1
1,1,3,1,1,0,65,0,1,0,0,1
2,1,1,2,1,0,23,6,3,0,0,1
3,1,3,2,1,0,38,4,1,0,0,1
3,1,1,2,1,0,22,0,1,0,0,1
1,1,1,1,1,0,40,9,3,0,0,0
2,1,3,1,1,0,23,6,7,0,0,0
1,1,1,1,1,0,20,6,1,0,0,1
2,1,1,1,1,0,49,6,1,0,0,1
2,1,3,1,1,1,54,4,1,0,0,1
2,1,3,2,1,0,66,4,1,0,0,1
2,0,1,1,1,0,53,0,1,0,1,1
5,0,1,2,1,0,29,0,1,0,1,1
1,1,1,1,1,1,61,6,1,0,0,2
2,1,1,1,1,0,62,3,3,0,0,2
1,1,3,1,1,0,44,9,2,0,0,0
1,1,1,1,1,0,29,0,1,0,0,0
4,0,3,1,1,0,20,0,1,0,1,0
5,0,3,2,1,0,9,0,1,0,1,0
6,1,3,1,1,0,48,4,1,0,0,0
7,0,1,2,1,0,44,0,1,0,1,0
1,1,3,1,1,0,66,4,5,0,0,2
2,1,1,1,0,0,34,1,0,0,0,1
4,0,3,2,1,0,26,0,3,0,1,1
2,1,3,1,1,0,44,5,1,0,0,1
1,1,3,1,1,0,41,4,4,0,0,1
2,1,1,1,1,0,21,4,3,0,0,1
1,0,1,1,1,0,42,0,1,0,1,1
3,1,3,1,1,0,28,4,1,0,0,1
1,1,3,1,1,0,55,0,1,0,0,1
2,1,1,1,0,0,18,0,0,0,0,1
1,1,1,1,1,0,20,9,3,0,0,1
2,1,1,1,1,0,44,6,1,0,0,1
4,0,1,1,0,0,34,0,6,1,0,1
5,0,1,2,0,0,0,0,6,1,0,1
1,0,1,1,0,0,30,0,6,1,0,2
3,1,3,1,1,0,25,3,1,0,0,2
1,1,3,1,1,0,32,3,3,0,0,2
1,1,1,2,1,0,27,0,3,0,0,2
4,0,1,1,1,0,18,0,3,0,1,2
1,1,1,1,1,0,49,6,1,0,0,0
2,1,3,1,1,0,54,9,1,0,0,0
1,1,3,1,1,0,31,6,5,0,0,1
2,1,3,1,1,0,71,0,1,0,0,1
1,1,3,1,1,0,34,0,1,0,0,1
1,1,3,1,1,0,54,9,1,0,0,1
3,0,3,1,1,0,22,0,3,0,1,1
1,1,1,2,1,0,47,3,3,0,0,1
5,1,1,1,1,0,20,0,3,0,0,1
1,1,1,2,1,0,48,3,3,0,0,1
2,0,1,2,1,0,45,0,3,0,1,1
2,1,3,1,1,0,34,3,1,0,0,2
1,1,1,2,1,0,55,4,3,0,0,2
2,1,3,1,1,1,27,3,1,0,0,2
2,1,1,1,1,0,63,9,1,0,0,2
3,0,1,2,1,0,32,0,1,0,1,2
2,0,1,2,1,0,26,0,1,0,1,2
3,0,0,1,1,0,3,0,1,0,1,2
1,1,3,1,1,0,19,6,1,0,0,0
3,0,3,1,1,0,39,0,3,0,1,0
1,1,1,1,1,0,31,4,3,0,0,0
1,1,1,1,1,0,58,4,1,0,0,1
2,1,3,1,1,0,54,5,20,0,0,1
1,1,3,1,1,0,34,7,2,0,0,1
2,0,1,2,0,0,12,0,6,1,0,1
1,1,3,1,1,0,49,9,7,0,0,1
2,1,1,1,1,0,49,0,3,0,0,1
3,1,3,1,1,0,58,8,6,0,0,1
1,1,3,1,1,0,58,6,5,0,0,1
3,0,3,1,1,0,27,0,1,0,1,2
4,0,3,1,1,0,33,0,1,0,1,2
2,1,1,1,0,0,45,1,0,0,0,2
1,0,1,1,0,0,40,0,6,1,0,2
1,1,3,1,1,0,45,3,1,0,0,2
1,1,1,1,1,0,60,7,3,0,0,0
2,1,3,2,1,0,52,6,4,0,0,0
3,1,3,1,1,0,30,4,1,0,0,0
2,1,1,1,1,0,32,0,10,0,0,0
2,1,3,1,1,0,34,0,1,0,0,0
3,1,3,2,1,0,30,0,1,0,0,0
1,1,1,1,1,0,22,4,3,0,0,0
2,1,3,1,1,0,24,3,1,0,0,0
2,1,1,2,1,0,52,4,1,0,0,0
1,1,1,1,1,0,19,3,1,0,0,1
1,1,1,1,1,0,22,4,3,0,0,1
2,1,3,1,1,0,29,3,1,0,0,1
2,1,0,0,0,2,0,0,7,2,2,0
1,1,1,2,1,0,31,6,10,0,0,1
1,1,3,1,1,0,57,5,1,0,0,1
2,1,1,1,1,0,37,6,1,0,0,1
3,0,1,2,1,0,51,0,1,0,1,1
2,1,3,1,1,0,36,7,3,0,0,1
3,0,1,2,0,0,31,0,3,0,1,1
1,1,1,1,1,0,36,7,3,0,0,2
2,0,1,1,0,0,26,0,6,1,0,2
2,0,2,1,0,0,58,0,6,1,0,1
1,1,1,1,0,0,23,1,0,0,0,1
5,1,1,1,0,0,10,1,0,0,0,1
3,1,1,1,1,0,50,8,3,0,0,1
2,0,3,2,1,0,32,0,3,0,1,1
3,1,3,1,1,0,34,7,1,0,0,1
3,1,3,1,1,0,26,2,3,0,0,1
1,1,3,1,1,0,41,6,1,0,0,2
2,1,1,1,1,0,22,7,3,0,0,2
1,1,1,1,1,1,43,2,3,0,0,2
2,1,3,2,1,0,48,4,1,0,0,2
1,0,1,1,1,0,17,0,3,0,1,1
1,1,1,1,1,0,66,4,1,0,0,2
2,0,1,2,1,0,59,0,1,0,1,2
2,1,1,1,1,0,23,0,1,0,0,2
3,0,1,2,1,0,23,0,1,0,1,2
3,1,1,1,0,0,17,1,0,0,0,2
1,1,3,1,1,0,52,4,5,0,0,1
3,1,1,1,1,0,53,0,3,0,0,1
1,1,1,1,1,0,46,3,3,0,0,1
2,1,1,2,1,0,24,3,3,0,0,1
1,1,3,2,1,0,54,2,1,0,0,1
1,1,3,1,1,0,49,2,2,0,0,1
2,1,1,2,1,0,53,4,1,0,0,2
3,0,1,2,1,0,48,0,1,0,1,2
3,0,1,1,0,0,51,0,1,0,1,2
2,1,3,1,1,0,27,7,7,0,0,2
1,1,3,1,1,0,21,0,3,0,0,2
2,1,3,1,1,0,29,0,1,0,0,2
1,1,1,1,1,0,48,7,3,0,0,0
2,1,3,1,1,0,43,7,1,0,0,0
1,0,1,1,0,0,59,0,6,1,0,0
2,1,3,2,1,0,31,0,1,0,0,0
1,1,1,2,1,0,34,6,10,2,2,0
1,1,1,1,1,0,23,10,3,0,0,0
2,1,3,1,1,0,45,3,1,0,0,0
2,1,3,1,1,0,48,7,1,0,0,0
1,1,1,1,1,0,52,9,3,0,0,0
2,0,1,1,0,0,68,0,6,1,0,0
1,1,3,1,1,0,29,9,7,0,0,0
1,0,1,2,1,0,21,0,3,0,1,0
3,1,3,1,1,0,21,0,3,0,0,0
1,1,3,1,1,0,81,4,1,0,0,1
2,1,1,1,0,0,64,0,0,0,0,1
2,1,3,2,1,0,38,3,1,0,0,1
2,1,1,1,1,0,35,4,1,0,0,1
3,1,0,0,0,2,0,3,1,2,2,1
2,0,1,1,0,0,6,0,6,1,0,1
1,1,3,1,1,0,74,4,5,0,0,1
2,0,1,2,1,0,34,0,1,0,1,1
1,1,1,1,0,0,21,1,0,2,2,2
2,1,3,1,1,0,48,0,1,0,0,2
1,1,1,1,1,0,30,7,3,2,2,2
2,1,3,1,1,0,75,9,1,0,0,0
3,0,1,2,1,0,30,0,1,0,1,0
2,1,1,2,1,0,25,3,3,0,0,0
3,1,3,1,1,0,69,0,1,0,0,0
1,0,1,2,1,0,26,0,3,0,1,0
2,1,3,1,1,0,25,7,7,0,0,0
1,0,1,1,0,0,50,0,6,1,0,2
3,1,3,1,1,0,23,4,1,0,0,0
1,1,1,1,1,0,51,6,3,0,0,0
1,1,1,1,0,0,46,4,0,0,0,0
2,1,3,1,1,0,54,4,3,0,0,0
3,0,1,2,1,0,53,0,3,0,1,0
3,1,3,1,1,0,45,4,1,0,0,0
1,1,1,1,1,0,33,8,10,0,0,1
1,1,1,1,1,0,35,0,1,0,0,1
1,1,3,1,1,0,78,4,1,0,0,1
3,1,3,1,1,0,41,0,3,0,0,1
1,1,3,1,1,0,75,6,1,0,0,1
2,0,1,1,0,0,90,0,6,1,0,1
2,1,3,1,1,0,60,12,1,0,0,1
2,1,1,1,1,0,43,9,3,0,0,1
1,1,1,1,1,0,31,6,3,2,2,0
2,1,1,1,0,0,35,1,0,0,0,2
1,1,3,1,1,0,41,8,3,0,0,2
2,1,1,2,1,0,33,6,10,0,0,2
1,1,3,1,1,0,59,3,5,0,0,2
1,1,2,1,1,0,22,0,3,0,0,2
4,1,3,1,1,0,25,3,2,0,0,2
1,0,1,2,1,0,39,0,1,2,1,0
2,1,3,2,1,0,30,0,4,0,0,0
3,1,3,1,1,0,42,4,1,0,0,0
4,1,3,1,1,0,32,4,1,0,0,0
5,1,3,1,1,0,43,4,1,0,0,0
6,0,0,1,1,0,9,0,1,0,1,0
2,1,1,1,1,0,57,0,1,0,0,0
2,1,3,2,1,0,28,8,1,0,0,0
2,1,3,1,1,0,51,3,1,0,0,0
2,1,1,1,1,0,26,4,3,0,0,0
1,1,3,2,1,0,60,4,1,0,0,2
2,1,1,1,1,0,21,11,3,0,0,2
3,1,1,1,1,1,40,0,3,0,0,2
1,1,3,1,1,0,26,7,1,0,0,2
2,1,3,1,1,0,54,6,1,0,0,2
3,0,1,1,1,0,24,0,1,0,1,2
1,0,1,2,1,0,44,0,1,0,1,0
2,1,3,1,1,1,44,0,1,0,0,0
2,1,3,1,1,0,46,7,7,0,0,0
1,1,3,1,1,0,29,6,3,0,0,0
3,0,1,1,1,0,32,0,3,0,1,0
3,1,3,1,1,0,50,0,1,0,0,0
1,1,3,1,1,0,44,9,7,0,0,0
2,0,1,2,0,0,55,0,6,1,0,0
1,1,1,1,1,0,37,6,10,0,0,0
2,1,3,2,1,0,51,6,1,0,0,0
1,1,1,1,1,0,55,0,3,0,0,1
2,1,1,2,0,0,21,1,0,0,0,1
2,0,1,1,0,0,39,0,6,1,0,1
1,0,1,1,0,0,84,0,6,1,0,1
2,1,3,2,1,0,34,0,3,0,0,1
2,1,3,1,1,0,40,7,7,0,0,1
1,1,1,1,1,0,43,3,3,0,0,1
2,1,3,1,1,0,50,4,1,0,0,1
3,1,0,0,0,2,0,0,2,2,2,1
2,1,1,1,1,0,35,6,10,0,0,1
3,0,1,2,1,0,55,0,2,0,1,1
1,1,1,1,1,0,32,3,3,0,0,1
2,1,3,1,1,0,48,9,1,0,0,1
1,1,1,1,1,0,33,6,1,0,0,1
2,1,3,1,1,0,23,4,3,0,0,1
3,0,1,2,0,0,46,0,3,0,1,1
2,1,1,2,1,0,36,9,3,0,0,1
1,1,1,1,1,0,41,7,3,2,2,2
2,1,3,1,1,0,49,7,1,0,0,2
1,0,1,1,0,0,72,0,6,1,2,2
1,1,1,2,1,0,25,3,3,2,2,2
2,1,1,1,0,0,40,1,0,0,0,2
1,1,3,1,1,1,45,6,1,0,0,2
2,0,1,2,1,0,22,0,1,0,1,2
1,1,3,1,1,1,31,6,1,0,0,0
1,1,3,1,1,0,25,6,3,0,0,1
1,0,1,1,0,0,57,0,6,1,0,2
2,1,3,1,1,0,23,0,1,0,0,2
1,1,1,1,1,1,29,6,3,0,0,0
2,0,1,1,1,0,51,0,6,1,0,0
1,1,3,1,1,0,63,0,1,0,0,0
2,1,1,2,1,0,47,0,3,0,0,0
1,1,1,1,1,0,41,6,1,0,0,0
2,1,1,1,1,0,23,2,3,0,0,0
3,0,1,1,1,0,29,0,3,0,1,0
2,0,1,1,0,2,0,0,3,2,1,2
3,1,1,1,0,2,0,0,3,2,2,2
2,1,3,2,1,0,38,10,8,0,0,1
2,1,1,1,1,0,26,0,3,2,2,1
2,1,3,2,1,0,55,6,1,0,0,1
1,1,1,1,1,0,24,7,3,2,2,2
1,1,1,1,1,0,45,4,1,0,0,2
2,0,1,2,1,0,40,0,1,0,1,2
3,1,3,1,1,0,27,0,7,0,0,2
2,1,1,1,1,0,46,3,3,0,0,2
1,1,3,1,1,0,60,0,7,0,0,1
3,1,3,1,1,0,21,9,3,0,0,1
1,0,1,1,0,0,67,0,6,1,0,1
3,0,0,1,1,0,57,0,5,0,1,1
3,1,1,1,1,0,36,3,3,0,0,2
3,0,1,2,1,0,31,0,3,0,1,2
1,0,1,1,1,1,45,0,6,1,2,2
1,0,1,1,0,0,57,0,6,1,0,1
1,1,1,1,1,0,59,3,1,0,0,2
2,1,1,1,1,0,53,4,3,0,0,2
1,1,3,2,1,0,38,9,1,0,0,2
2,1,3,1,1,0,32,6,3,0,0,2
2,1,1,1,1,0,30,6,5,0,0,2
3,0,1,1,1,0,30,0,5,0,1,2
4,0,1,1,1,0,22,0,5,0,1,2
6,1,3,1,1,0,37,6,5,0,0,2
8,0,3,1,1,0,34,0,5,0,1,2
9,0,3,1,1,0,40,0,5,0,1,2
2,1,0,0,0,2,0,0,7,2,2,2
3,0,1,1,0,0,25,0,6,1,0,2
2,0,1,2,1,0,5,0,2,2,1,0
1,1,3,1,1,0,50,9,1,0,0,0
1,1,1,1,1,0,26,6,3,2,2,0
2,1,3,2,1,0,36,4,1,0,0,0
2,1,1,1,1,0,32,6,3,2,2,0
3,0,1,1,1,0,55,0,3,2,1,0
1,1,3,1,1,0,41,8,8,0,0,0
2,1,3,1,1,0,48,8,2,0,0,0
3,0,1,1,1,0,40,0,2,2,1,0
3,1,3,1,1,0,55,0,4,0,0,0
1,1,1,1,1,0,25,0,3,2,2,0
1,1,1,1,1,0,34,6,3,2,2,0
1,1,1,1,1,0,34,4,3,2,2,0
2,1,3,1,1,0,49,3,5,0,0,0
1,1,1,1,1,0,26,6,3,2,2,1
2,1,1,1,1,0,29,7,3,2,2,1
1,0,1,1,0,0,46,0,6,1,0,1
2,1,3,2,1,0,38,4,4,0,0,1
1,1,3,1,1,0,38,9,5,0,0,1
1,1,1,1,1,0,58,7,3,2,2,2
1,1,1,1,0,0,21,0,0,0,0,2
2,1,3,1,1,0,21,6,1,0,0,2
1,1,1,2,1,0,25,0,10,0,0,2
2,1,1,1,0,0,60,0,0,0,0,2
1,1,1,1,1,0,23,7,3,0,0,2
1,1,1,1,1,1,53,8,3,0,0,2
1,1,1,2,1,0,40,3,10,0,0,0
2,1,3,1,1,0,57,4,1,0,0,0
2,1,1,2,1,0,43,4,1,0,0,0
3,1,3,1,1,0,48,4,1,0,0,0
2,1,1,1,1,0,67,7,3,0,0,1
1,1,1,2,1,0,35,9,3,0,0,1
2,1,3,1,1,0,44,6,2,0,0,1
4,0,1,1,0,2,0,0,3,2,1,1
2,0,1,2,1,0,43,0,1,0,1,2
4,1,3,1,1,0,42,0,1,0,0,2
1,1,1,1,0,0,25,1,0,0,0,2
2,1,3,2,1,0,27,3,3,0,0,2
2,1,3,1,1,0,19,6,1,0,0,2
1,1,1,2,1,0,21,0,3,2,2,2
2,0,1,2,1,0,19,0,3,2,1,2
3,1,1,1,1,0,27,0,3,2,2,2
1,1,1,1,1,0,21,7,3,0,0,2
2,1,3,1,1,0,40,2,1,0,0,2
1,1,1,1,0,0,18,1,0,2,2,2
2,1,3,1,1,0,57,0,5,0,0,2
1,1,1,1,1,0,34,6,1,0,0,2
2,0,1,1,1,0,30,0,1,2,1,2
3,0,1,2,1,0,29,0,1,2,1,2
1,1,1,1,1,0,50,3,3,2,2,2
2,1,1,1,1,0,26,0,3,2,2,2
1,1,3,1,1,1,48,2,1,0,0,2
2,1,1,1,1,0,38,10,3,0,0,2
3,0,1,2,1,0,42,0,3,0,1,2
1,1,1,2,1,0,34,6,1,0,0,0
1,1,3,2,1,0,40,0,1,0,0,0
2,0,3,1,1,0,18,0,1,0,1,0
3,1,1,2,1,0,34,4,1,0,0,0
4,0,1,1,1,0,32,0,1,0,1,0
1,1,1,1,1,0,68,6,3,0,0,0
2,1,3,1,1,0,64,0,1,0,0,0
1,0,1,2,0,0,10,0,6,1,0,0
3,1,3,1,1,0,33,0,1,0,0,0
1,1,3,1,1,0,57,3,5,0,0,1
1,1,1,1,1,0,53,6,3,0,0,1
3,0,3,2,1,0,30,0,1,0,1,1
2,1,1,1,1,0,25,6,1,0,0,1
3,1,3,2,1,0,56,3,1,0,0,1
2,1,3,1,1,0,35,3,1,0,0,1
2,0,1,2,1,0,37,0,1,0,1,1
1,1,1,1,1,0,19,4,3,0,0,1
1,1,1,1,1,0,41,6,10,0,0,1
1,1,1,1,1,0,65,3,3,0,0,1
2,1,1,1,1,0,34,1,15,0,0,1
1,1,3,1,1,0,42,5,7,0,0,1
2,0,1,1,0,1,56,0,6,1,0,2
2,0,1,1,1,0,38,0,1,0,1,0
3,1,3,1,1,0,19,0,1,0,0,0
3,1,3,1,1,0,51,6,1,0,0,0
4,0,1,2,1,0,32,0,1,0,1,0
5,0,1,2,1,0,58,0,1,0,1,0
2,0,1,1,1,0,48,0,1,0,1,0
3,1,1,1,1,0,40,6,5,0,0,0
4,0,1,1,1,0,48,0,5,0,1,0
5,0,1,2,1,0,31,0,5,0,1,0
2,1,3,2,1,0,63,4,1,0,0,0
1,1,1,2,1,0,25,6,1,0,0,1
2,1,3,1,1,0,53,4,5,0,0,1
3,1,1,1,1,0,28,2,3,0,0,1
2,1,3,1,1,0,61,4,5,0,0,1
1,1,1,2,1,0,60,4,1,0,0,1
2,0,1,2,0,0,86,0,6,1,0,1
1,1,1,2,1,0,32,3,3,0,0,1
2,0,1,2,1,0,27,0,3,0,1,2
2,1,3,1,1,0,66,7,1,0,0,0
1,1,3,1,1,0,24,4,5,0,0,0
2,1,3,1,1,0,62,4,1,0,0,0
3,1,1,1,1,0,23,6,3,0,0,0
3,0,3,2,1,0,57,0,3,0,1,0
1,1,1,1,1,0,53,7,3,0,0,0
1,1,3,1,1,0,45,4,4,0,0,0
2,1,1,1,1,0,42,8,3,0,0,0
1,1,3,1,1,0,55,7,2,0,0,0
2,0,1,0,0,2,0,0,2,2,1,0
3,0,1,2,1,0,36,0,3,0,1,1
1,0,1,1,0,0,27,0,6,1,0,2
1,1,1,1,1,0,73,6,1,0,0,1
1,1,1,1,1,0,46,6,3,2,2,1
2,1,3,1,1,0,23,3,1,0,0,0
1,1,1,1,1,0,36,6,1,0,0,1
2,1,3,1,1,0,43,9,1,0,0,1
1,1,3,1,1,0,61,9,1,0,0,1
3,1,3,1,1,0,69,8,5,0,0,1
3,1,3,1,1,0,40,0,1,0,0,2
3,1,3,1,1,0,38,6,1,0,0,0
1,1,1,1,1,0,49,1,14,0,0,1
2,1,3,2,1,0,61,0,1,0,0,1
2,1,3,1,1,0,45,7,1,0,0,1
1,1,3,1,1,0,51,8,9,0,0,1
1,1,3,1,1,0,37,6,5,0,0,1
3,0,1,1,0,2,0,0,3,2,1,0
3,1,1,1,1,0,21,0,3,0,0,1
1,1,1,1,1,0,47,8,3,0,0,1
1,1,1,1,1,0,34,0,3,2,2,2
2,0,1,1,0,0,16,0,6,1,0,0
2,1,1,2,1,0,37,6,3,0,0,2
2,1,3,2,1,0,34,4,5,0,0,2
1,1,1,1,0,0,14,1,0,0,0,2
1,1,3,1,1,0,29,9,1,0,0,0
2,1,3,1,1,0,52,10,6,0,0,0
1,0,1,1,0,0,89,0,6,1,0,0
1,1,1,1,0,0,18,6,0,0,0,0
1,1,1,2,1,0,37,6,3,0,0,1
1,1,1,1,1,0,27,6,3,2,2,2
2,1,1,2,1,0,41,9,3,0,0,0
1,1,3,1,1,0,50,3,1,0,0,1
1,1,1,1,1,0,26,6,10,0,0,1
1,1,3,1,1,0,43,7,2,0,0,1
2,0,1,1,1,0,76,0,2,0,1,1
1,1,3,1,1,0,24,0,3,0,0,1
1,1,1,1,0,0,21,0,0,0,0,0
1,1,1,1,1,0,40,9,7,0,0,1
2,1,3,1,1,0,63,7,1,0,0,1
2,1,3,1,1,0,23,0,3,0,0,1
3,1,3,2,1,0,58,3,1,0,0,1
1,1,1,1,1,0,19,4,1,0,0,1
2,1,3,2,1,0,51,4,1,0,0,2
1,0,1,1,0,0,53,0,6,1,0,0
2,1,3,1,1,0,52,0,6,0,0,0
1,1,1,2,1,0,32,6,14,0,0,0
1,1,1,2,1,0,28,3,3,0,0,0
2,1,3,1,1,0,61,9,1,0,0,0
2,1,3,1,1,0,38,8,1,0,0,0
2,1,3,1,1,0,40,9,1,0,0,1
1,1,1,1,0,0,21,1,0,2,2,1
3,1,3,2,1,0,30,4,1,0,0,1
1,1,3,1,1,0,48,7,2,0,0,2
2,0,1,1,0,0,69,0,6,1,0,0
1,1,3,2,1,0,41,4,4,0,0,0
2,1,1,1,0,0,63,1,0,0,0,0
1,1,1,1,1,0,61,9,4,0,0,0
1,0,1,2,0,0,43,0,6,1,0,1
2,1,3,1,1,0,31,0,17,0,0,1
1,0,1,1,0,0,37,0,6,1,0,1
2,1,3,1,1,0,25,3,3,0,0,1
1,1,3,1,1,1,26,2,1,0,0,1
1,1,1,1,1,0,50,4,5,0,0,0
2,1,1,2,1,0,26,6,1,0,0,0
